2415020.500000000, A.D. 1900-Jan-01 00:00:00.0000, -3.873786086579065E-01, -1.626546484088456E-01,  2.239016479422692E-02,  5.080088572356584E-03, -2.470280930917782E-02, -2.482303035708166E-03,
2415030.500000000, A.D. 1900-Jan-11 00:00:00.0000, -2.715159222785259E-01, -3.671800308659091E-01, -4.954987176402051E-03,  1.693108001866011E-02, -1.539094962558986E-02, -2.813660630544863E-03,
2415040.500000000, A.D. 1900-Jan-21 00:00:00.0000, -7.073373289247981E-02, -4.599387806638646E-01, -3.100101578229219E-02,  2.216713341555680E-02, -2.829121782897768E-03, -2.271090691520973E-03,
2415050.500000000, A.D. 1900-Jan-31 00:00:00.0000,  1.501855137174329E-01, -4.198023543075506E-01, -4.806187486259612E-02,  2.085654206526894E-02,  1.091986342114218E-02, -1.029118682412778E-03,
2415060.500000000, A.D. 1900-Feb-10 00:00:00.0000,  3.198761925575345E-01, -2.444449053286033E-01, -4.937909371874334E-02,  1.153919649817130E-02,  2.368081019116405E-02,  8.692444178891954E-04,
2415070.500000000, A.D. 1900-Feb-20 00:00:00.0000,  3.463670435351465E-01,  3.114430599911120E-02, -2.934092806790636E-02, -7.948849928553083E-03,  2.929858645336192E-02,  3.121176143591231E-03,
2415080.500000000, A.D. 1900-Mar-02 00:00:00.0000,  1.473701983914774E-01,  2.719768957721840E-01,  8.617335934138881E-03, -3.034723490654753E-02,  1.453404282157783E-02,  3.978644902772547E-03,
2415090.500000000, A.D. 1900-Mar-12 00:00:00.0000, -1.764877317178684E-01,  2.695109611285487E-01,  3.822535570867826E-02, -2.920354176476654E-02, -1.430668537163039E-02,  1.521181533344240E-03,
2415100.500000000, A.D. 1900-Mar-22 00:00:00.0000, -3.731069862267760E-01,  4.685646940270210E-02,  3.816368583261249E-02, -9.345888178015120E-03, -2.668862151568902E-02, -1.316440280006331E-03,
2415110.500000000, A.D. 1900-Apr-01 00:00:00.0000, -3.739862260867945E-01, -2.113949475836770E-01,  1.718213172479182E-02,  8.057146952057588E-03, -2.324253841526232E-02, -2.637227047606542E-03,
2415120.500000000, A.D. 1900-Apr-11 00:00:00.0000, -2.354782155182299E-01, -3.960479206980289E-01, -1.062661117940395E-02,  1.851003300919219E-02, -1.301509058061179E-02, -2.765218910693218E-03,
2415130.500000000, A.D. 1900-Apr-21 00:00:00.0000, -2.537481170696383E-02, -4.629026032493916E-01, -3.541785197504176E-02,  2.245301389028912E-02, -8.154832808506129E-05, -2.073309379040537E-03,
2415140.500000000, A.D. 1900-May-01 00:00:00.0000,  1.914183054804328E-01, -3.947944269531107E-01, -4.981751331601410E-02,  1.968972490410255E-02,  1.369895354025006E-02, -6.950534747211032E-04,
2415150.500000000, A.D. 1900-May-11 00:00:00.0000,  3.402366057500822E-01, -1.942064719372264E-01, -4.715571713124145E-02,  8.435530377778411E-03,  2.573911627589595E-02,  1.322796803538325E-03,
2415160.500000000, A.D. 1900-May-21 00:00:00.0000,  3.251793890772606E-01,  8.989285410947832E-02, -2.259919493275334E-02, -1.294069509313436E-02,  2.839156746323519E-02,  3.506670440995202E-03,
